"Product Title","Product Description","Product UID","Print File URL","Should Publish Images?"
"Eucalyptus Print, Single Line Botanical Wall Art, Japandi Botanical Line Drawing, Minimalist Leaf | Eucalyptus by Calm & Oak","Eucalyptus single-line botanical wall art — minimalist Japandi print on museum-quality 250gsm matte paper. A quiet piece for bathroom, kitchen, or above-bed gallery wall.

*Eucalyptus* — A single eucalyptus stem as one continuous line — the pen never lifts. The whole plant in a single unbroken gesture.

Part of the **Botanical Line** series by Calm & Oak. Pairs with *Olive Branch*, *Single Stem*, *Ginkgo* to form a four-piece Botanical Line gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Botanical Soft"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for bathrooms, kitchens, plant lovers, slow-living gifts, and Japandi bedrooms.

Botanical line art • single-line drawing • Japandi botanical print • minimalist botanical • zen wall art • neutral wall decor • leaf wall art","","https://calmandoak.com/assets/img/print-files/eucalyptus_16x20_300dpi.jpg","No"
"Olive Branch Print, Botanical Line Art, Japandi Wall Art, Single Line Drawing, Mediterranean Leaf | Olive Branch by Calm & Oak","Olive branch botanical line wall art — minimalist Japandi print on museum-quality 250gsm matte paper. A quiet piece for kitchen, dining room, or above-bed gallery wall.

*Olive Branch* — An olive branch as a single arched ink line — the Japandi outdoor signature plant, drawn in one breath.

Part of the **Botanical Line** series by Calm & Oak. Pairs with *Eucalyptus*, *Single Stem*, *Ginkgo* to form a four-piece Botanical Line gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Botanical Soft"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for kitchens, dining rooms, Mediterranean-leaning interiors, slow-living gifts, and Japandi bedrooms.

Botanical line art • single-line drawing • Japandi botanical print • minimalist botanical • zen wall art • neutral wall decor • leaf wall art","","https://calmandoak.com/assets/img/print-files/olive_16x20_300dpi.jpg","No"
"Pampas Grass Print, Boho Botanical Wall Art, Japandi Beige Decor, Three Plumes | Pampas by Calm & Oak","Pampas grass wall art — minimalist boho botanical print on museum-quality 250gsm matte paper. A warm Japandi piece for living room, autumn decor, or above-bed gallery wall.

*Pampas* — Three pampas plumes in soft pale-beige — the autumn piece. Texture as the whole composition.

Part of the **Botanical Line** series by Calm & Oak. Pairs with *Wild Grass*, *Single Stem*, *Eucalyptus* to form a four-piece Botanical Line gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Botanical Wild"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for living rooms, autumn decor refreshes, boho-Japandi interiors, slow-living gifts, and bedroom warmth.

Botanical line art • single-line drawing • Japandi botanical print • minimalist botanical • zen wall art • neutral wall decor • leaf wall art","","https://calmandoak.com/assets/img/print-files/pampas_16x20_300dpi.jpg","No"
"Ginkgo Leaf Print, Japandi Botanical Line Art, Japanese Leaf Wall Art, Minimalist Botanical | Ginkgo by Calm & Oak","Ginkgo leaf botanical line wall art — minimalist Japandi print on museum-quality 250gsm matte paper. A quiet piece for kitchen, study, or above-bed gallery wall.

*Ginkgo* — A single fan-shaped ginkgo leaf with radiating veins — the world’s oldest tree species, the most-recognised botanical symbol of stillness.

Part of the **Botanical Line** series by Calm & Oak. Pairs with *Olive Branch*, *Eucalyptus*, *Single Stem* to form a four-piece Botanical Line gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Botanical Wild"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for studies, kitchens, Japandi bedrooms, slow-living gifts, and plant lovers.

Botanical line art • single-line drawing • Japandi botanical print • minimalist botanical • zen wall art • neutral wall decor • leaf wall art","","https://calmandoak.com/assets/img/print-files/ginkgo_16x20_300dpi.jpg","No"
"Wild Grass Print, Minimalist Botanical Line Art, Japandi Wall Art, Quiet Botanical | Wild Grass by Calm & Oak","Wild grass botanical line wall art — minimalist Japandi print on museum-quality 250gsm matte paper. A quiet piece for nursery, bedside, or above-bed gallery wall.

*Wild Grass* — Three blades of wild grass at varied heights — the smallest botanical in the series, the calmest piece.

Part of the **Botanical Line** series by Calm & Oak. Pairs with *Pampas*, *Single Stem*, *Ginkgo* to form a four-piece Botanical Line gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Botanical Wild"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for nurseries, bedside walls, slow-living gifts, Japandi bedrooms, and meditation studios.

Botanical line art • single-line drawing • Japandi botanical print • minimalist botanical • zen wall art • neutral wall decor • leaf wall art","","https://calmandoak.com/assets/img/print-files/wild-grass_16x20_300dpi.jpg","No"
"Moon Phases Print, Three Moon Cycle Wall Art, Japandi Landscape, Lunar Phases Decor | Moon Cycle by Calm & Oak","Moon phases wall art — minimalist three-moon cycle print on museum-quality 250gsm matte paper. A calm Japandi piece for bedroom, nursery, or above-bed gallery wall.

*Moon Cycle* — Full, half, crescent — three moon phases descending the page. The patience piece.

Part of the **Minimalist Landscape** series by Calm & Oak. Pairs with *Moonrise*, *Dusk*, *Horizon Bird* to form a four-piece Landscape gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Landscape Night"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for bedrooms, nurseries, anniversary or birthday gifts, Japandi interiors, and above-bed decor.

Minimalist landscape print • Japandi landscape • abstract horizon • neutral wall art • nature wall art • soft landscape • above bed art","","https://calmandoak.com/assets/img/print-files/moon-cycle_16x20_300dpi.jpg","No"
"Minimalist Horizon Print, Japandi Bird Landscape, Above-Bed Wall Art, Soft Sun Decor | Horizon Bird by Calm & Oak","Minimalist horizon wall art — Japandi bird-and-sun landscape print on museum-quality 250gsm matte paper. A calm piece for bedroom, living room, or above-bed gallery wall.

*Horizon Bird* — A single horizon stroke, a distant bird, a soft sun — the departure piece. Everything in motion, everything still.

Part of the **Minimalist Landscape** series by Calm & Oak. Pairs with *Serene Dawn*, *Layers*, *Dusk* to form a four-piece Landscape gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Landscape Quiet Sky"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for living rooms, Japandi bedrooms, housewarmings, departure or new-chapter gifts, and above-bed decor.

Minimalist landscape print • Japandi landscape • abstract horizon • neutral wall art • nature wall art • soft landscape • above bed art","","https://calmandoak.com/assets/img/print-files/horizon-bird_16x20_300dpi.jpg","No"
"Lone Tree Print, Terracotta Sunset Landscape, Japandi Wall Art, Golden Hour Decor | Dusk by Calm & Oak","Lone tree at dusk wall art — minimalist terracotta sunset print on museum-quality 250gsm matte paper. A warm Japandi piece for living room, dining room, or above-bed gallery wall.

*Dusk* — A lone tree against a warm terracotta horizon — the golden-hour piece. The minute before the lamps come on.

Part of the **Minimalist Landscape** series by Calm & Oak. Pairs with *Horizon Bird*, *Moonrise*, *Layers* to form a four-piece Landscape gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Landscape Night"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for living rooms, dining rooms, warm Japandi interiors, slow-evening gifts, and above-bed decor.

Minimalist landscape print • Japandi landscape • abstract horizon • neutral wall art • nature wall art • soft landscape • above bed art","","https://calmandoak.com/assets/img/print-files/dusk_16x20_300dpi.jpg","No"
"Color Field Landscape Print, Earth Tone Bands Wall Art, Japandi Abstract Horizon, Neutral Palette | Layers by Calm & Oak","Color field landscape wall art — earth-tone horizontal bands on museum-quality 250gsm matte paper. A calm Japandi piece for living room, dining room, or above-couch gallery wall.

*Layers* — Five horizontal bands — cream, grey, sage, honey. The whole Japandi palette compressed into a single landscape.

Part of the **Minimalist Landscape** series by Calm & Oak. Pairs with *Serene Dawn*, *Warm Earth*, *Sage Stone* to form a four-piece Landscape & Tonal gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Landscape Quiet Sky"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for living rooms, dining rooms, designer offices, color-led Japandi interiors, and above-couch decor.

Minimalist landscape print • Japandi landscape • abstract horizon • neutral wall art • nature wall art • soft landscape • above bed art","","https://calmandoak.com/assets/img/print-files/layers_16x20_300dpi.jpg","No"
"Full Moon Print, Minimalist Moon Landscape, Japandi Lunar Wall Art, Above-Bed Decor | Moonrise by Calm & Oak","Full moonrise wall art — minimalist Japandi moon landscape print on museum-quality 250gsm matte paper. A calm piece for bedroom, nursery, or above-bed gallery wall.

*Moonrise* — A luminous full moon over a faint distant hill — the late-evening piece. The hour just before silence.

Part of the **Minimalist Landscape** series by Calm & Oak. Pairs with *Moon Cycle*, *Dusk*, *Horizon Bird* to form a four-piece Landscape gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Landscape Night"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for bedrooms, nurseries, anniversary gifts, Japandi interiors, and above-bed decor.

Minimalist landscape print • Japandi landscape • abstract horizon • neutral wall art • nature wall art • soft landscape • above bed art","","https://calmandoak.com/assets/img/print-files/moonrise_16x20_300dpi.jpg","No"
"Soft Arch Landscape Print, Japandi Horizon Wall Art, Sage Oat Terracotta Palette, Above-Bed | Serene Dawn by Calm & Oak","Serene dawn wall art — soft-arch Japandi horizon print on museum-quality 250gsm matte paper. A calm piece for bedroom, living room, or above-bed gallery wall.

*Serene Dawn* — Soft arches in sage, oat and terracotta — the muted moment between night and morning, drawn as a horizon.

Part of the **Minimalist Landscape** series by Calm & Oak. Pairs with *Layers*, *Horizon Bird*, *Dusk* to form a four-piece Landscape gallery wall (each sold separately).

**Save $28 with the set of three** — see ""Landscape Quiet Sky"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for bedrooms, living rooms, slow-morning lovers, Japandi interiors, and above-bed decor.

Minimalist landscape print • Japandi landscape • abstract horizon • neutral wall art • nature wall art • soft landscape • above bed art","","https://calmandoak.com/assets/img/print-files/serene-dawn_16x20_300dpi.jpg","No"
"Japanese Kanji Print, Shizuka Stillness Calligraphy, Zen Wall Art, Japandi Decor | Shizuka by Calm & Oak","Shizuka 静 Japanese calligraphy wall art — kanji for stillness on museum-quality 250gsm matte paper. A quiet Japandi piece for meditation space, study, or above-bed gallery wall.

*Shizuka* — Shizuka 静 — the kanji for stillness. The character that translates the Japandi premise directly into one mark on the wall.

Part of the **Japanese Calligraphy** series by Calm & Oak. Pairs with *Wa*, *Ma*, *Enso* to form a three-piece Japanese Calligraphy triptych (each sold separately).

**Save $28 with the set of three** — see ""Japanese Calligraphy Triptych"" in our shop. The three prints are designed to balance as a single gallery wall.

**Sizes — all fit standard frames**
• 8×10 in — $28
• 11×14 in — $42
• 16×20 in — $68

**Materials**
• Museum-quality matte fine-art poster, 250 gsm
• Acid-free, FSC-certified archival paper
• Warm off-white background — not bright white
• Original Calm & Oak artwork, drawn in-house

**Made to order.** Printed locally and shipped flat. Allow 3–5 business days before dispatch. Unframed — frame separately for the cleanest look.

A quiet gift for meditation studios, yoga teachers, gifts for people who love Japan, intentional housewarmings, and Japandi bedrooms.

Japanese calligraphy print • kanji wall art • Japanese wall art • zen wall art • meditation art • Japandi decor • sumi-e print","","https://calmandoak.com/assets/img/print-files/shizuka_16x20_300dpi.jpg","No"
